catalog.id,catalog.parent_id,containers.count,containers.ids
4452,3672,16,"{26659,26660,26661,26662,26663,26665,26667,26668,26670,26677,26679,26681,26682,26683,26686,26688}"
4453,3672,6,"{26671,26672,26674,26675,26676,26747}"
4454,3672,4,"{26664,26666,26669,26673}"
4464,3672,8,"{26760,26874,27110,27149,27291,27420,27774,28021}"
4476,3672,4,"{27273,27332,27333,27421}"
4479,3672,20,"{27492,27493,27494,27495,27496,27497,27498,27499,27500,27615,27616,29115,29116,29459,29460,29541,29742,29841,29937,38439}"
4498,3672,10,"{27730,28052,28053,28113,28348,28687,28948,29076,29205,30855}"
4499,3672,6,"{27731,27989,28051,28070,28227,28436}"
4500,3672,4,"{27875,28015,28189,28850}"
4501,3672,11,"{27973,27974,28041,28160,28198,28992,30735,31963,36696,36698,54884}"
4505,3672,1,{28186}
4518,3672,8,"{28498,28547,28600,28688,28933,29122,29334,29534}"
4519,3672,10,"{28499,28500,28591,28991,29195,29268,29355,29598,29740,29984}"
4520,3672,2,"{19657,28503}"
4521,3672,55,"{22260,22804,22982,23226,23315,23430,23539,23616,23722,23821,23933,24157,24256,24343,24435,24527,24627,24885,24938,25092,25216,25302,25393,25468,25591,25689,25805,25884,25984,26085,26234,26312,26413,26489,26742,26815,26922,27084,27222,27337,27443,27578,27721,27781,27829,27903,27983,28084,28171,28221,28381,28493,28630,28752,29059}"
4542,3672,173,"{21803,22007,22019,23690,27166,27277,27278,27293,27732,27857,28653,28779,28780,28863,29270,29537,29654,29723,34058,34349,34400,35360,35744,36504,37014,37041,37077,37078,37587,38699,38700,40142,40768,41365,41376,41377,41812,42216,42443,44232,45164,45724,45725,45727,46166,46286,46369,46838,46940,46988,47585,49424,51196,51673,51695,51724,51815,51932,51960,51962,52150,52383,52482,52484,52621,52713,53631,53713,54035,54250,54608,54831,55164,55489,55725,55796,55807,55910,55933,55949,55950,55951,56058,56124,56268,56269,56272,56280,56281,56791,56802,56835,56936,56969,56997,56998,57047,57048,57265,57267,57316,57321,57674,57675,57805,57931,58100,58456,58960,59122,59257,59329,59330,59513,59568,59900,60010,60148,60239,60240,60356,60520,61144,61440,61688,61715,61808,62329,63138,63284,63325,63447,63540,63676,63677,63714,63729,63730,63731,63732,64277,64485,64486,64581,64614,64743,64756,64799,64863,65031,65253,65718,66263,66272,66546,66547,66791,67048,67207,67265,67394,67693,67955,67999,68044,68114,68474,68482,68527,69088,69093,69648,69908}"
4573,3672,1,{29333}
4577,3672,22,"{21906,21921,22090,22091,22092,22093,29969,29970,29983,30043,30087,30175,30206,30242,30254,30274,30321,30348,30363,46165,46766,47913}"
4578,3672,26,"{29924,29925,29926,29927,29928,29929,30014,30015,31074,31229,36403,36404,36405,36412,36415,36692,36693,37306,37935,40191,41609,41610,41955,46628,46629,46765}"
4598,3672,1,{30499}
4650,3672,14,"{30794,31143,31265,31476,31572,31684,31723,32034,32136,34424,36344,36361,36560,37942}"
4668,3672,4,"{26678,26680,29725,32064}"
4704,3672,22,"{35647,35648,35658,35794,36658,36870,36871,36872,36873,37927,37929,37932,40825,40826,40831,40832,40833,40834,46359,48829,48830,61072}"
4707,3672,11,"{36181,36216,36581,36694,36695,36722,37772,38036,38336,39538,40437}"
4718,3672,130,"{36928,36929,36930,36931,36932,36933,37582,37798,40422,40423,40701,40841,40843,41037,41712,42471,42544,42578,43059,43694,43696,43894,44365,44515,44712,44885,45095,49385,49564,49565,50525,50526,51404,51405,54954,55047,55048,55049,55050,55177,55178,56390,56391,56427,56557,56575,56995,56996,57079,57080,57159,57160,57409,57410,57736,57744,57745,57804,57824,57825,58018,58019,58320,58321,58406,58471,58778,58779,58887,58888,59017,59123,59164,59169,59286,59287,59426,59427,59559,59560,59834,59835,60042,60043,60219,60220,61074,61075,61186,61187,61319,61321,61458,61459,61817,61818,62002,62003,62025,62026,62176,62177,62622,62624,62824,62916,62992,62993,63223,63224,63476,63745,63746,64132,64133,64421,64422,64565,64566,64589,64590,64797,64798,65033,65034,65124,65204,66551,66552,69813}"
4721,3672,2,"{37246,37247}"
4722,3672,12,"{37236,37238,37239,37243,41040,41041,41042,41043,41725,41726,42304,49020}"
4735,3672,623,"{39467,39468,39469,39470,40165,40166,40167,40168,40169,40170,40171,40172,40173,40174,40175,40176,40177,40178,40179,40180,40445,40499,40500,40501,40837,40838,40839,41038,41871,41874,41875,41876,41877,41878,41879,42129,42130,42135,42136,42723,42724,42725,42726,42783,42789,42791,42792,43144,43145,43146,43147,43148,43149,43150,43151,43152,43153,43157,43426,43427,43428,43429,43430,43700,43891,43892,43893,43895,43896,43897,43898,43899,44160,44161,44162,44388,44392,44393,44516,44517,44518,44519,44520,44521,44707,44708,44714,44715,44716,44717,44718,44719,45086,45087,45088,45089,46415,46421,46422,46423,46709,46710,46711,46712,46713,46714,46715,46716,46717,46718,46723,46780,46824,46825,46826,46828,47007,47008,47009,47010,47593,47594,47602,47603,47616,47863,47864,47865,47866,47867,47868,47869,48277,48279,48280,48281,48656,48657,48658,48660,48837,48838,48839,48840,49015,49016,49018,49019,49384,49398,49399,49547,49548,49552,49559,49566,49567,49568,49569,50529,50530,50531,50532,50538,50539,50540,50541,51056,51057,51061,51062,51063,51064,51065,51069,51549,51555,51567,51569,51570,51571,51573,51644,51780,51781,51786,51807,51808,51888,51893,51894,51895,51896,51897,52004,52005,52006,52008,52009,52010,52011,52013,52014,52016,52017,52018,52019,52417,52533,52534,52535,52567,52568,52734,52735,52736,52737,52738,52739,52740,52741,52742,52743,52744,52745,52748,52749,52750,52751,52763,52764,52765,52766,52767,52768,53051,53052,53053,53054,53055,53056,53057,53058,53059,53061,53062,53063,53635,53636,53637,53638,53880,53881,53882,53883,53884,53885,53886,54011,55122,55123,55124,55125,55173,55174,55175,55176,55709,55710,55711,55712,55855,55856,55857,55858,56202,56203,56204,56205,56206,56207,56375,56376,56377,56378,56713,56714,56715,56716,56792,56793,56794,56795,56796,56797,56798,56800,56858,56859,56860,56861,56880,56881,56882,56883,57140,57141,57142,57143,57350,57351,57352,57353,57731,57733,57734,57735,57792,57964,57965,57966,57967,58093,58094,58095,58096,58313,58314,58318,58319,58411,58412,58413,58417,58533,58534,58535,58536,58763,58774,58775,58776,58913,58914,58915,58916,59118,59119,59120,59121,59282,59283,59284,59285,59383,59384,59385,59386,59764,59765,59766,59767,59768,59769,59770,59771,60041,60063,60101,60170,60210,60211,60212,60213,60418,60419,60420,60421,60827,60828,60829,60830,60831,61069,61070,61073,61182,61183,61184,61185,61315,61316,61317,61589,61590,61591,61592,61595,61760,61761,61762,61763,61764,61765,61766,61767,61768,61769,62044,62045,62057,62172,62173,62174,62191,62192,62193,62194,62409,62411,62412,62413,62414,62415,62448,62449,62450,62451,62808,62809,62810,62811,62812,62813,62814,62815,62988,62989,62990,62991,63212,63213,63214,63215,63349,63350,63352,63353,63706,63707,63708,63709,63710,63711,63712,63713,63809,63810,63811,63812,63890,63891,63892,63893,63894,63895,63896,63897,64117,64119,64120,64204,64205,64206,64207,64208,64294,64295,64296,64297,64943,64944,64945,64946,64948,64949,64950,64951,64952,64953,64954,64955,64956,64957,64958,64959,65196,65197,65198,65199,65200,65201,65202,65203,65541,65542,65543,65544,65545,65546,65547,65548,65549,65550,65551,65723,65724,65725,65726,65727,65728,65729,65730,65731,66368,66369,66370,66371,66372,66373,66374,66375,66502,66503,66504,66505,66553,66554,66555,66581,66830,66831,66832,66833,66834,66835,66836,66837,66928,66929,66930,66931,67508,67509,67510,67511,67512,67513,67514,67515,67941,67946,67947,67948,67949,67950,67951,67952,67953,67954,68247,68248,68249,68250,68251,68252,68253,68254,68255,68256,69090,69091,69098,69099,69125,69126,69127,69128,69129,69130,69131,69132,69133,69134,69135,69136,69137,69263,69273,69354,69442,69522,69557,69618,69621,69647,69697,69740,69741,69838,69839,69840,69841,69874,69875,69894,69922,69983,69997,70077,70094,70118,70157}"
4755,3672,6,"{41288,41289,41290,41291,41292,54070}"
4764,3672,4,"{42938,42939,42940,48705}"
4766,3672,76,"{42431,42432,42457,42470,42686,42709,42807,42909,43014,43027,43051,43074,43293,43294,43295,43405,43406,43407,43535,43536,43537,43790,43793,43805,43819,44033,44034,44035,44316,44317,44318,44319,44323,44363,44481,44587,44629,54181,54547,54548,54619,54620,54642,54710,54859,54932,54933,55037,55038,55111,55112,55441,55442,55488,55631,55714,56383,56935,56981,56982,57518,57677,57815,58116,58448,59153,59474,59531,60066,60067,60363,60627,60628,61081,61082,61190}"
4767,3672,47,"{23610,23700,23715,23763,23790,23812,23853,23899,23925,24062,24107,24138,24149,24181,24213,24236,24294,24315,24335,24373,24566,24603,24620,24667,24743,24772,24783,25016,25059,25069,25118,25171,25193,25245,25269,25294,25366,25382,25527,25558,25663,25754,25840,25863,25944,25978,26395}"
4769,3672,4,"{43547,43565,43570,43573}"
4771,3672,11,"{42797,42798,43043,43693,43698,44722,45374,45375,45376,45377,45378}"
4777,3672,11,"{43877,44557,44739,48640,48765,48903,48992,49344,49475,49607,51447}"
4780,3672,7,"{44512,44738,44997,45192,45578,45579,47110}"
4786,3672,85,"{45164,45404,45519,45585,45798,45885,45886,45917,46015,46016,46136,46171,46242,46340,46372,46373,46627,47911,47912,47943,47997,48070,48071,48103,48104,48328,48614,48803,49235,51055,51106,51142,51143,51144,51145,51146,51171,51172,51173,51395,51396,51622,51623,51679,51714,51715,52849,52850,53187,53188,53312,53567,53573,53574,54319,54384,54385,54512,54513,54612,54693,54709,54815,54934,54958,55014,55015,57918,57919,57921,57988,58228,58958,58959,59009,59197,59273,60009,61064,61439,62607,63000,63440,64546,64547}"
4790,3672,2,"{44493,44494}"
4792,3672,7,"{46520,46525,46532,46728,46729,46783,46837}"
4839,3672,7,"{48309,48310,48311,48312,48313,48314,48408}"
4840,3672,2,"{48605,48606}"
6934,3672,26,"{51813,51825,51829,51842,51850,51865,51870,51903,51917,51930,51946,51959,51960,51962,51987,52029,52093,52102,52398,52409,52415,52467,52472,52505,52522,54643}"
6940,3672,81,"{52508,52510,52520,52532,52573,52597,52605,52614,52622,52671,52690,52691,52714,52733,52780,52819,52843,52858,52872,52896,52933,52959,52979,52999,53012,53110,53111,53124,53144,53164,53209,53227,53247,53275,53321,53371,53386,53402,53423,53435,53535,53553,53568,53606,53620,53633,53696,53714,53729,53744,53789,53799,53820,53834,53840,53853,53857,53861,53869,53927,53934,54063,54081,54095,54184,54198,54210,54225,54251,54280,54299,54325,54390,54401,54426,54440,54490,54514,54530,54600,54618}"
6941,3672,8,"{52701,52702,52881,52884,53028,53029,53376,53377}"
6944,3672,24,"{52934,52936,52937,52938,52980,52981,52982,53027,53158,53161,53162,53163,53165,53166,53913,53915,53916,53917,54146,54148,54330,54331,54332,54333}"
6952,3672,2,"{51834,52396}"
6956,3672,9,"{48300,48301,48303,48304,48305,48307,48308,50533,50534}"
6957,3672,54,"{53875,53876,53877,53878,53920,54163,54214,54240,54243,54536,54662,54748,54845,54846,54977,55121,55138,55139,55140,55141,55404,55405,55514,55866,55867,55868,55869,55965,55968,55969,55970,55971,55972,55976,56246,56946,57135,57136,57137,57286,57287,57288,57746,57747,57748,57806,57807,58222,58407,58408,58409,58855,58856,59558}"
6973,3672,55,"{54995,55486,55487,55708,55750,55854,55899,56228,56247,56379,56388,56498,56692,56779,56857,56968,57045,57121,57660,57661,57743,57968,58097,58248,58410,58488,58489,58722,58886,59015,59159,59288,59455,59675,59941,60044,60257,60376,60519,60668,60794,60987,61137,61282,61418,61527,61613,61771,61853,61970,62118,62250,62360,62490,62545}"
7860,3672,87,"{55091,55092,55093,55094,55095,55096,55097,55098,55099,55100,55101,55179,55180,55181,55182,55495,55704,55705,55706,55707,55748,55749,56289,56290,56425,56426,56457,56458,56459,56460,56461,56462,56463,56464,56570,56571,56572,56573,56990,57062,57063,57064,57065,57066,57067,57068,57069,57070,57289,57290,57333,57926,57927,57928,58226,58259,58260,58272,58305,58306,58307,58308,58309,58310,58311,58312,58429,58430,58469,58758,58852,58853,58854,59126,59127,60048,60050,60102,60103,60619,60772,60773,61179,61188,61588,62171,63828}"
7863,3672,2,"{47100,47311}"
7867,3672,15,"{18904,19319,20586,21774,26038,26039,26040,30739,31425,31964,32203,32204,32209,57373,57374}"
7871,3672,19,"{58909,59022,59023,59024,59936,59938,59939,60262,60263,60740,60742,60967,60975,60976,61210,69767,69814,70043,70051}"
7873,3672,9,"{54979,54980,54981,58759,58952,63087,63196,63384,67267}"
7959,3672,9,"{66638,66639,66640,66641,66642,66643,66644,66645,66646}"
8066,3672,11,"{68953,69087,69220,69320,69384,69385,69386,69387,69388,69584,69823}"
8159,3672,2,"{70120,70121}"
4063,4042,5,"{10233,27120,27121,27122,27124}"
4448,4042,7,"{26604,26605,26606,26607,26608,26609,26611}"
4449,4042,9,"{26594,26595,26597,26598,26599,26600,26601,26602,26603}"
3682,4511,20,"{15331,15332,15456,15459,15483,15484,15516,15517,15524,15525,15542,15543,15544,15545,15577,15578,15579,15580,15582,16631}"
3683,4511,1,{15452}
3824,4511,11,"{15197,15756,19043,21792,22479,22554,23654,23690,27857,28653,38996}"
3886,4511,2,"{15742,15743}"
4843,3672,884,"{30637,30638,30639,30652,30658,30659,30672,30676,30702,30713,30723,30742,30751,30821,30824,30933,30934,30971,31057,32617,33929,33973,33976,33978,33979,33980,33981,33982,34156,34159,34161,34164,34260,34261,34461,34464,34466,34468,34469,34473,34474,34633,34635,34638,34639,34643,34790,34791,34793,34914,34916,34918,34919,34923,34925,34926,34928,34932,35312,35314,35378,35381,35382,35425,35466,35467,35470,35518,35520,35521,35581,35582,35798,35799,35819,35934,36075,36076,36077,36087,36215,36446,36574,36575,36589,36603,36604,36605,36785,36786,36787,36788,36866,36867,36868,36869,37035,37036,37037,37038,37583,37737,37738,37799,37907,37911,37912,38334,38335,38337,38338,38435,38436,38437,38593,38595,38680,38682,38924,38925,38957,39491,39492,39493,39572,39573,39574,39575,39576,39577,39731,39732,39733,40162,40163,40164,40181,40295,40296,40297,40298,40438,40440,40466,40467,40698,40699,40700,40702,40842,40887,40888,40971,40972,40973,41036,41045,41642,41643,41710,41872,41873,42295,42296,42297,42298,42300,42301,42302,42305,42306,42307,42310,42574,42575,42576,42577,43039,43040,43041,43042,43060,43139,43140,43141,43286,43287,43331,43334,43695,43702,43791,43792,43852,43856,44156,44157,44158,44159,44364,44366,44403,44404,44513,44514,44709,44710,44711,44713,45055,45058,45091,45092,45093,45094,45267,45268,45269,45270,45431,45528,45529,46273,46274,46275,46276,46277,46278,46279,46280,46281,46282,46283,46360,46361,46362,46363,46364,46365,46366,46367,46368,46370,46371,46416,46417,46418,46419,46420,46521,46522,46523,46524,46697,46706,46707,46781,46782,46806,46807,46808,46960,46961,47064,47065,47146,47148,47401,47402,47403,47404,47405,47406,47597,47598,47599,47600,47601,47858,47859,47860,47861,47862,47887,47888,47981,47982,48003,48004,48121,48123,48278,48284,48285,48404,48405,48406,48407,48490,48491,48537,48589,48598,48599,48649,48741,48742,48794,49017,49291,49292,49293,49294,49295,49296,49389,49390,49391,49392,49394,49395,49396,49397,49452,49453,49454,49455,49456,49493,49494,49495,49905,49906,49907,49908,49909,49910,49913,50527,50528,50535,50536,50537,50948,50949,50950,50951,50952,50953,50954,50955,50956,50957,50958,51058,51230,51231,51232,51233,51234,51235,51236,51237,51403,51406,51407,51408,51409,51410,51411,51412,51413,51414,51556,51557,51558,51559,51560,51561,51562,51563,51565,51566,51568,51572,51645,51646,51647,51648,51649,51669,51670,51691,51694,51702,51703,51704,51706,51774,51775,51776,51777,51778,51779,52007,52012,52015,52024,52025,52026,52027,52028,52291,52345,52346,52354,52692,52693,52906,52939,53017,53087,53088,53167,53253,53254,53255,53378,53379,53439,53440,53441,53545,53546,53569,53666,53743,53749,53750,53751,54012,54013,54080,54086,54088,54104,54161,54162,54218,54244,54245,54342,54349,54350,54351,54352,54399,54450,54467,54509,54510,54511,54527,54529,54544,54545,54546,54576,54577,54629,54630,54663,54664,54749,54750,54751,54752,54851,54852,54853,54854,54882,54883,54947,54948,54949,54978,54982,54983,55052,55053,55054,55055,55147,55148,55183,55197,55199,55200,55406,55407,55408,55409,55469,55516,55517,55541,55542,55713,55751,55752,55753,55774,55775,55852,55853,55870,55871,55911,55942,55966,55967,55973,55974,56165,56166,56232,56233,56250,56251,56285,56287,56362,56363,56428,56456,56496,56497,56579,56580,56582,56583,56690,56691,56717,56718,56752,56767,56896,56931,56932,56992,56993,57007,57009,57035,57046,57077,57078,57091,57092,57119,57158,57232,57233,57411,57412,57493,57494,57495,57496,57497,57662,57663,57749,57750,57810,57929,57930,57969,57970,58098,58223,58224,58225,58247,58322,58323,58361,58362,58631,58632,58682,58683,58723,58724,58780,58781,58821,58822,58917,58918,58950,58951,59124,59125,59170,59171,59206,59207,59270,59271,59387,59389,59457,59458,59561,59562,59718,59719,59883,59884,59940,60064,60065,60171,60172,60173,60217,60218,60328,60330,60432,60433,60500,60518,60546,60547,60620,60621,60704,60705,61038,61039,61083,61084,61171,61172,61320,61343,61349,61350,61456,61457,61477,61478,61551,61552,61593,61594,61684,61685,61686,61798,61799,61852,61854,61944,61945,61946,61947,62004,62027,62129,62130,62202,62203,62267,62268,62291,62292,62376,62377,62439,62440,62561,62562,62625,62715,62716,62733,62735,62823,62839,62840,63001,63011,63068,63069,63131,63132,63190,63191,63240,63241,63390,63392,63406,63407,63474,63475,63526,63527,63607,63608,63743,63744,64157,64159,64233,64234,64395,64396,64424,64425,64487,64488,64579,64580,64616,64639,64640,64664,64682,64697,64701,64767,64768,64800,64809,64871,64872,64971,64972,65032,65037,65048,65049,65125,65128,65207,65208,65361,65362,65478,65479,65552,65553,65657,65658,65762,65763,65872,65873,65946,65947,66032,66033,66100,66101,66180,66181,66215,66216,66273,66274,66432,66433,66459,66461,66739,66740,66789,66790,66850,66851,66907,66908,66955,66956,67057,67058,67193,67194,67257,67258,67320,67321,67425,67426,67489,67490,67505,67506,67615,67616,67652,67654,67687,67688,67710,67711,67786,67787,67843,67844,67899,67900,68054,68055,68088,68089,68144,68145,68173,68174,68240,68243,68319,68320,68340,68341,68456,68457,68548,68549,68639,68656,68717,68718,68903,68904,68954,68955,68979,68980,69028,69029,69203,69204,69228,69229,69283,69284,69345,69346,69514,69515,69560,69561,69619,69620,69738,69739,69762,69763,69831,69832,69858,69859,69895,69896,69932,69933,69972,69973,69998,69999,70049,70050,70075,70076,70096,70097}"
4187,3672,165,"{22745,22821,22911,23105,23254,23314,23429,23485,23615,23721,23820,23932,24079,24156,24429,24526,24626,24898,24980,25084,25213,25301,25392,25467,25506,25572,25681,25799,25878,25977,26081,26153,26304,26407,26484,26589,26738,26809,26917,26978,27076,27211,27335,27432,27569,27715,27822,27883,27937,27972,28018,28170,28196,28309,28380,28492,28530,28629,28751,28835,28975,29012,29129,29202,29222,29285,29345,29427,29436,29553,29606,29774,29876,29917,30027,30096,30195,30286,30350,30351,30467,30529,30590,30680,30776,30859,30980,31112,31232,31345,31411,31555,31661,31768,31861,32003,32105,32109,32544,32545,32937,32939,33122,33123,33572,33767,33867,34100,34350,34437,34439,34659,34904,35081,35253,35456,35701,35706,35809,35926,36055,36311,36380,36649,36650,36949,37150,37385,37613,37796,37969,38188,38431,38575,38723,38912,39513,39753,40035,40216,40412,40660,40846,41015,41387,41647,41835,42111,42303,42458,42588,42910,43096,43341,43342,43745,44000,44001,44008,44486,44632,44922,44924,55404,55405}"
