catalog_id,catalog_name,container_id,container_name,container.type_id,unit.id,unit.type_id,collection.id
8061,congress_bulgaria_2013,46215,2013-11-01_rav_lesson_congress_n1,4,20450,11,9442
8061,congress_bulgaria_2013,46216,2013-11-01_rav_program_congress_sadna-2,1,26499,11,10900
8061,congress_bulgaria_2013,46217,2013-11-01_rav_lesson_congress_n2,4,20451,11,9442
8061,congress_bulgaria_2013,46219,2013-11-01_rav_lesson_congress_n3,4,20452,11,9443
8061,congress_bulgaria_2013,46220,2013-11-01_rav_lesson_congress_n4,4,20453,11,9444
8061,congress_bulgaria_2013,46221,2013-11-01_norav_program_congress_sadna-4,1,26500,11,10900
8061,congress_bulgaria_2013,46222,2013-11-01_norav_program_congress_sadna-3,1,26501,11,10900
8061,congress_bulgaria_2013,46223,2013-11-01_norav_program_congress_yeshivat-haverim-2,1,26502,18,10900
8061,congress_bulgaria_2013,46224,2013-11-01_norav_program_congress_yeshivat-haverim-1,1,26503,18,10900
8061,congress_bulgaria_2013,46225,2013-11-01_rav_program_congress_sadna-5,1,26504,11,10900
8061,congress_bulgaria_2013,46226,2013-11-01_norav_program_congress_yeshivat-haverim-3,1,26505,18,10900
8061,congress_bulgaria_2013,46227,2013-11-01_norav_program_congress_sadna-6,1,26506,11,10900
8061,congress_bulgaria_2013,46234,2013-11-01_norav_program_congress_yeshivat-haverim-4,1,26507,18,10900
8061,congress_bulgaria_2013,46235,2013-11-01_rav_lesson_congress_n5,4,20454,11,9445
8061,congress_bulgaria_2013,46236,2013-11-01_rav_program_congress_sadna-7,1,26508,11,10900
8061,congress_bulgaria_2013,46237,2013-11-01_rav_program_congress_sadna-8,1,26509,11,10900
8113,congress_israel_haolami_2014,47347,2013-12-30_rav_lesson_achana-le-kenes,4,20689,11,9517
8113,congress_israel_haolami_2014,47363,2013-12-31_rav_lesson_achana-le-kenes,4,20692,11,9518
8113,congress_israel_haolami_2014,47372,2014-01-01_rav_lesson_achana-le-kenes,4,20694,11,9519
8113,congress_israel_haolami_2014,47424,2014-01-03_rav_lesson_sheelot-al-knasim,4,20706,11,9522
8113,congress_israel_haolami_2014,47427,2014-01-03_rav_program_sadna_achana-le-kenes,1,26813,11,10854
8113,congress_israel_haolami_2014,47558,2014-01-07_rav_lesson_achana-le-kenes,4,20719,11,9527
8113,congress_israel_haolami_2014,47581,2014-01-08_rav_lesson_achana-le-kenes,4,20723,11,9528
8113,congress_israel_haolami_2014,47584,2014-01-08_rav_lesson_achana-le-kenes-2,4,20721,11,9528
8113,congress_israel_haolami_2014,47747,2014-01-09_rav_lesson_achana-le-kenes-2,4,20730,11,9530
8113,congress_israel_haolami_2014,47783,2014-01-10_rav_program_sadna_achana-le-knasim,1,26814,11,10854
8113,congress_israel_haolami_2014,47786,2014-01-10_rav_program_sadna_ma-ze-kenes,1,26815,11,10854
8113,congress_israel_haolami_2014,47789,2014-01-10_rav_lesson_divuah-al-knasim,4,20745,11,9535
8113,congress_israel_haolami_2014,48018,2014-01-23_norav_lesson_ahana-le-kenes,4,20796,11,9547
8113,congress_israel_haolami_2014,48047,2014-01-24_rav_lesson_ahana-le-kenes,4,20802,11,9548
8113,congress_israel_haolami_2014,48072,2014-01-26_rav_program_congress_seuda-1,1,26816,19,10854
8113,congress_israel_haolami_2014,48098,2014-01-27_rav_program_congress_seuda-2,1,26817,19,10854
8113,congress_israel_haolami_2014,48111,2014-01-27_rav_lesson_congress_n1,4,20814,11,9552
8113,congress_israel_haolami_2014,48118,2014-01-28_rav_program_congress_seuda-3,1,26818,19,10854
8113,congress_israel_haolami_2014,48119,2014-01-28_rav_lesson_congress_n2,4,20823,11,9555
8113,congress_israel_haolami_2014,48126,2014-01-28_rav_program_congress_sadna-1,1,26819,11,10854
8113,congress_israel_haolami_2014,48131,2014-01-24_rav_program_sadna_nashim,1,26820,11,10854
8113,congress_israel_haolami_2014,48140,2014-01-29_rav_program_congress_seuda-4,1,26821,19,10854
8113,congress_israel_haolami_2014,48142,2014-01-29_rav_lesson_congress_n3,4,20824,11,9556
8113,congress_israel_haolami_2014,48147,2014-01-29_rav_program_congress_seuda-5,1,26822,19,10854
8113,congress_israel_haolami_2014,48148,2014-01-30_rav_program_congress_sadna-2,1,26823,11,10854
8113,congress_israel_haolami_2014,48149,2014-01-30_rav_lesson_congress_n4,4,20828,11,9557
8113,congress_israel_haolami_2014,48151,2014-01-30_norav_program_congress_yeshivat-haverim-10,1,26824,18,10854
8113,congress_israel_haolami_2014,48152,2014-01-31_rav_program_congress_sadna-1,1,26825,11,10854
8113,congress_israel_haolami_2014,48153,2014-01-31_rav_program_congress_sadna-sheelot-1,1,26826,11,10854
8113,congress_israel_haolami_2014,48154,2014-01-31_rav_program_congress_sadna-2,1,26827,11,10854
8113,congress_israel_haolami_2014,48155,2014-01-31_rav_program_congress_sadna-sheelot-2,1,26828,11,10854
8113,congress_israel_haolami_2014,48156,2014-01-31_rav_program_congress_sadna-3,1,26829,11,10854
8113,congress_israel_haolami_2014,48157,2014-01-31_rav_program_congress_sadna-sheelot-3,1,26830,11,10854
8113,congress_israel_haolami_2014,48158,2014-01-31_rav_program_congress_sadna-4,1,26831,11,10854
8113,congress_israel_haolami_2014,48159,2014-01-31_rav_program_congress_sadna-sheelot-4,1,26832,11,10854
8113,congress_israel_haolami_2014,48160,2014-01-31_norav_program_congress_yeshivat-haverim-1,1,26833,18,10854
8113,congress_israel_haolami_2014,48161,2014-01-31_norav_program_congress_yeshivat-haverim-2,1,26834,18,10854
8113,congress_israel_haolami_2014,48162,2014-01-31_rav_program_congress_yeshivat-haverim-3,1,26835,18,10854
8113,congress_israel_haolami_2014,48163,2014-01-31_norav_program_congress_yeshivat-haverim-4,1,26836,18,10854
8113,congress_israel_haolami_2014,48165,2014-02-02_rav_program_congress_peilut-hibur-2,1,26837,28,10854
8113,congress_israel_haolami_2014,48166,2014-02-02_rav_program_congress_sadna-1,1,26838,11,10854
8113,congress_israel_haolami_2014,48167,2014-02-02_norav_program_congress_tekes-ptiha,1,26839,28,10854
8113,congress_israel_haolami_2014,48168,2014-02-02_rav_program_congress_sadna-2,1,26840,11,10854
8113,congress_israel_haolami_2014,48170,2014-02-02_rav_program_congress_sadna-3,1,26841,11,10854
8113,congress_israel_haolami_2014,48172,2014-02-03_rav_program_congress_sadna-4,1,26842,11,10854
8113,congress_israel_haolami_2014,48174,2014-02-02_norav_program_congress_yeshivat-haverim-2,1,26843,18,10854
