catalog_id,catalog_name,container_id,container_name,container.type_id,unit.id,unit.type_id,collection.id
6954,congress_usa_los-angeles_2014,53844,2014-10-31_rav_lesson_congress_n1,4,21861,11,9807
6954,congress_usa_los-angeles_2014,53939,2014-11-11_rav_lesson_bs-aravut,4,21874,11,9814
6954,congress_usa_los-angeles_2014,53847,2014-10-31_rav_lesson_congress_n2,4,21862,11,9807
6954,congress_usa_los-angeles_2014,53848,2014-10-31_rav_lesson_congress_n3,4,21856,11,9807
6954,congress_usa_los-angeles_2014,53849,2014-10-31_rav_lesson_congress_n4,4,21859,11,9807
6954,congress_usa_los-angeles_2014,53851,2014-10-31_rav_lesson_congress_n5,4,21857,11,9807
6954,congress_usa_los-angeles_2014,53855,2014-10-31_rav_lesson_congress_n6,4,21863,11,9807
8078,congress_ukraine_odessa_2015,59853,2015-10-08_rav_lesson_shiur-achana-kenes-odessa,4,23172,11,10072
8078,congress_ukraine_odessa_2015,59983,2015-10-16_rav_lesson_congress_n1,4,23196,11,10078
8078,congress_ukraine_odessa_2015,59982,2015-10-15_rav_lesson_congress_n0,4,23193,11,10077
8078,congress_ukraine_odessa_2015,59986,2015-10-16_rav_lesson_congress_n2,4,23197,11,10078
8078,congress_ukraine_odessa_2015,59987,2015-10-16_rav_lesson_congress_n3,4,23200,11,10078
8078,congress_ukraine_odessa_2015,59990,2015-10-16_rav_lesson_congress_n4,4,23195,11,10078
8078,congress_ukraine_odessa_2015,59892,2015-10-09_rav_lesson_sheelot-al-odessa,4,23164,11,10071
8078,congress_ukraine_odessa_2015,59995,2015-10-16_rav_lesson_congress_n5,4,23198,11,10078
8078,congress_ukraine_odessa_2015,59996,2015-10-16_rav_lesson_congress_n6,4,23199,11,10078
8078,congress_ukraine_odessa_2015,59997,2015-10-16_rav_lesson_congress_n7,4,23194,11,10078
8010,congress_ukraine_kiev_2017,68357,2017-03-23_rav_lesson_achana-le-kenes,4,25365,11,10486
8010,congress_ukraine_kiev_2017,68236,2017-03-14_rav_lesson_achana-le-kenes_1,4,25320,11,10478
8010,congress_ukraine_kiev_2017,68361,2017-03-23_rav_lesson_congress_n0,4,25359,11,10487
8010,congress_ukraine_kiev_2017,68259,2017-03-15_rav_lesson_achana-le-kenes,4,25325,11,10480
8010,congress_ukraine_kiev_2017,68199,2017-03-13_rav_lesson_achana-le-kenes_1,4,25319,11,10477
8010,congress_ukraine_kiev_2017,68273,2017-03-16_rav_lesson_achana-le-kenes_1,4,25330,11,10479
8010,congress_ukraine_kiev_2017,68349,2017-03-22_rav_lesson_achana-le-kenes,4,25356,11,10485
8010,congress_ukraine_kiev_2017,68292,2017-03-17_rav_lesson_achana-le-kenes,4,25338,11,10481
8010,congress_ukraine_kiev_2017,68337,2017-03-21_rav_lesson_achana-le-kenes_1,4,25355,11,10484
8010,congress_ukraine_kiev_2017,68325,2017-03-20_rav_lesson_achana-le-kenes_1,4,25337,11,10482
8010,congress_ukraine_kiev_2017,68310,2017-03-19_rav_lesson_achana-le-kenes,4,25346,11,10483
8010,congress_ukraine_kiev_2017,68363,2017-03-24_rav_lesson_congress_n1,4,25362,11,10487
8010,congress_ukraine_kiev_2017,68237,2017-03-14_rav_lesson_achana-le-kenes_2,4,25318,11,10478
8010,congress_ukraine_kiev_2017,68326,2017-03-20_rav_lesson_achana-le-kenes_2,4,25342,11,10482
8010,congress_ukraine_kiev_2017,68338,2017-03-21_rav_lesson_achana-le-kenes_2,4,25349,11,10484
8010,congress_ukraine_kiev_2017,68274,2017-03-16_rav_lesson_achana-le-kenes_2,4,25324,11,10479
8010,congress_ukraine_kiev_2017,68203,2017-03-13_rav_lesson_achana-le-kenes_2,4,25322,11,10477
8010,congress_ukraine_kiev_2017,68293,2017-03-17_rav_lesson_achana-le-kenes_2,4,25348,11,10481
8010,congress_ukraine_kiev_2017,68365,2017-03-24_rav_lesson_congress_n2,4,25366,11,10487
8010,congress_ukraine_kiev_2017,68261,2017-03-15_rav_lesson_achana-le-kenes_2,4,25334,11,10480
8010,congress_ukraine_kiev_2017,68369,2017-03-24_rav_lesson_congress_n3,4,25370,11,10487
8010,congress_ukraine_kiev_2017,68402,2017-03-24_rav_lesson_congress_n4,4,25375,11,10487
