Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
2,7,COLLECTION,Gvarim Nashim,,zohar-la-am-Ktaim-gvarim-nashim,,,גברים ונשים,,,,,,,,,,,
2,8,COLLECTION,Galut Vegeula,,zohar-la-am-Ktaim-galut-vegeula,,,גלות וגאולה,,,,,,,,,,,
2,9,COLLECTION,Hateva,,zohar-la-am-Ktaim-hateva,,,הטבע,,,,,,,,,,,
2,10,COLLECTION,Hasaga Ruchanit,,zohar-la-am-Ktaim-hasaga-ruchanit,,,השגה רוחנית,,,,,,,,,,,
2,11,COLLECTION,Schina,,zohar-la-am-Ktaim-schina,,,השכינה,,,,,,,,,,,
2,12,COLLECTION,Zivug,,zohar-la-am-Ktaim-zivug,,,זיווג,,,,,,,,,,,
2,13,COLLECTION,Hibur,,zohar-la-am-Ktaim-hibur,,,חיבור,,,,,,,,,,,
2,14,COLLECTION,Tov Vera,,zohar-la-am-Ktaim-tov-vera,,,טוב ורע,,,,,,,,,,,
2,15,COLLECTION,Yemot Mashiach,,zohar-la-am-Ktaim-yemot-mashiach,,,ימות המשיח,,,,,,,,,,,
2,16,COLLECTION,Yetizat Mitzraim,,zohar-la-am-Ktaim-yetizat-mitzraim,,,יציאת מצרים,,,,,,,,,,,
2,17,COLLECTION,Yetzer Tov Yetzer Ra,,zohar-la-am-Ktaim-yetzer-tov-yetzer-ra,,,יצר הרע ויצר הטוב,,,,,,,,,,,
2,18,COLLECTION,Ira,,zohar-la-am-Ktaim-ira,,,יראה,,,,,,,,,,,
2,19,COLLECTION,Yerushalaim,,zohar-la-am-Ktaim-yerushalaim,,,ירושלים,,,,,,,,,,,
2,20,COLLECTION,Israel,,zohar-la-am-Ktaim-israel,,,ישראל,,,,,,,,,,,
2,21,COLLECTION,Israel Veamim,,zohar-la-am-Ktaim-israel-veamim,,,ישראל והעמים,,,,,,,,,,,
2,22,COLLECTION,Madrega Ruchanit,,zohar-la-am-Ktaim-madrega-ruchanit,,,מדרגה רוחנית,,,,,,,,,,,
2,23,COLLECTION,Machshevet Habria,,zohar-la-am-Ktaim-machshevet-habria,,,מחשבת הבריאה,,,,,,,,,,,
2,24,COLLECTION,Matrat Haim,,zohar-la-am-Ktaim-matrat-haim,,,מטרת החיים,,,,,,,,,,,
2,25,COLLECTION,Neshamot,,zohar-la-am-Ktaim-neshamot,,,נשמות,,,,,,,,,,,
2,26,COLLECTION,Sefer Zohar,,zohar-la-am-Ktaim-sefer-zohar,,,ספר הזוהר,,,,,,,,,,,
2,27,COLLECTION,Aliot Veyeridot,,zohar-la-am-Ktaim-aliot-veyeridot,,,עליות וירידות בדרך,,,,,,,,,,,
2,28,COLLECTION,Aniim Veashirim,,zohar-la-am-Ktaim-aniim-veashirim,,,עניים ועשירים,,,,,,,,,,,
2,29,COLLECTION,Erev Rav,,zohar-la-am-Ktaim-erev-rav,,,ערב רב,,,,,,,,,,,
2,30,COLLECTION,Tzadikim Vereshaim,,zohar-la-am-Ktaim-tzadikim-vereshaim,,,צדיקים ורשעים,,,,,,,,,,,
2,31,COLLECTION,Kav Emtzai,,zohar-la-am-Ktaim-kav-emtzai,,,קו אמצעי,,,,,,,,,,,
2,32,COLLECTION,Rashbi,,zohar-la-am-Ktaim-rashbi,,,"רבי שמעון בר יוחאי (רשב""י)",,,,,,,,,,,
2,33,COLLECTION,Ratzon,,zohar-la-am-Ktaim-ratzon,,,רצון,,,,,,,,,,,
2,34,COLLECTION,Shalom,,zohar-la-am-Ktaim-shalom,,,שלום,,,,,,,,,,,
2,35,COLLECTION,Shimcha,,zohar-la-am-Ktaim-shimcha,,,שמחה,,,,,,,,,,,
2,36,COLLECTION,Tora,,zohar-la-am-Ktaim-tora,,,תורה,,,,,,,,,,,
2,37,COLLECTION,Tora Limud Laila,,zohar-la-am-Ktaim-tora-limud-laila,,,תורה - לימוד בלילה,,,,,,,,,,,
2,38,COLLECTION,Tikun Vegmar Tikun,,zohar-la-am-Ktaim-tikun-vegmar-tikun,,,תיקון וגמר התיקון,,,,,,,,,,,
2,39,COLLECTION,Tfila,,zohar-la-am-Ktaim-tfila,,,תפילה,,,,,,,,,,,
2,40,COLLECTION,Tfisat Metziut,,zohar-la-am-Ktaim-tfisat-metziut,,,תפיסת המציאות,,,,,,,,,,,
